ResUnitAmenities
Property_Code,Unit_Code,Amenity_Code,Amenity_Name,Amenity_Description,Prior_Charge,Prior_Charge_Date,Current_Charge,Current_Charge_Date,Proposed_Charge,Proposed_Charge_Date,Notes,Ref_Property_ID,Ref_Unit_Id
"cove","003-CHAN","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","004-CHAN","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","009-CHAN","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","010-CHAN","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","011-CHAN","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","012-CHAN","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","018-CHAN","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","019-CHAN","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","020-CHAN","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","021-CHAN","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","010-GNWD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","011-GNWD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","012-GNWD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","014-GNWD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","019-GNWD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","020-GNWD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","021-GNWD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","022-GNWD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","023-GNWD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","024-GNWD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","031-GNWD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","032-GNWD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","033-GNWD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","001-SALT","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","002-SALT","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","003-SALT","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","004-SALT","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","005-SALT","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","006-SALT","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","014-SALT","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","015-SALT","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","016-SALT","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","017-SALT","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","022-SALT","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","023-SALT","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","024-SALT","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","025-SALT","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","001-SEAD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","002-SEAD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","003-SEAD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","004-SEAD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","009-SEAD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","010-SEAD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","011-SEAD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","012-SEAD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","014-SEAD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","015-SEAD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","020-SEAD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","021-SEAD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","022-SEAD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","023-SEAD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","024-SEAD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","025-SEAD","Hardwood","Hardwood Floor","Hardwood Floor",25.00,05/27/2016,25.00,05/27/2016,25.00,06/20/2016,,,
"cove","WAIT1D-D","Rent","Rent","Rent",,,3537.29,05/27/2016,3537.29,06/20/2016,,,
"cove","WAIT1-E","Rent","Rent","Rent",,,2306.00,05/27/2016,2306.00,06/20/2016,,,
"cove","WAIT2-A","Rent","Rent","Rent",,,2682.44,05/27/2016,2682.44,06/20/2016,,,
"cove","WAIT2-B","Rent","Rent","Rent",,,4300.00,05/27/2016,4300.00,06/20/2016,,,
"cove","WAIT2-D","Rent","Rent","Rent",,,3424.83,05/27/2016,3424.83,06/20/2016,,,
"cove","WAIT2D-A","Rent","Rent","Rent",,,3738.90,05/27/2016,3738.90,06/20/2016,,,
"cove","WAIT2D-B","Rent","Rent","Rent",,,3460.86,05/27/2016,3460.86,06/20/2016,,,
"cove","WAIT2-E","Rent","Rent","Rent",,,3750.14,05/27/2016,3750.14,06/20/2016,,,
"cove","WAIT2THA","Rent","Rent","Rent",,,2491.33,05/27/2016,2491.33,06/20/2016,,,
"cove","WAIT2THC","Rent","Rent","Rent",,,2775.00,05/27/2016,2775.00,06/20/2016,,,
"cove","WAIT2THD","Rent","Rent","Rent",,,3293.00,05/27/2016,3293.00,06/20/2016,,,
"cove","WAIT3B","Rent","Rent","Rent",,,4580.80,05/27/2016,4580.80,06/20/2016,,,
"cove","WAIT3-C","Rent","Rent","Rent",,,4941.00,05/27/2016,4941.00,06/20/2016,,,
"cove","WAIT3THA","Rent","Rent","Rent",,,3702.75,05/27/2016,3702.75,06/20/2016,,,
"cove","NON-RES","Rent","Rent","Rent",,,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","WAIT1X1A","Rent","Rent","Rent",,,3250.00,05/27/2016,3045.00,06/20/2016,,,
"cove","002-BARB","Rent","Rent","Rent",3250.00,05/27/2016,3045.00,06/20/2016,3045.00,06/20/2016,,,
"cove","002-CAPT","Rent","Rent","Rent",3250.00,05/27/2016,3045.00,06/20/2016,3045.00,06/20/2016,,,
"cove","002-SALT","Rent","Rent","Rent",3250.00,05/27/2016,3045.00,06/20/2016,3045.00,06/20/2016,,,
"cove","003-BARB","Rent","Rent","Rent",3250.00,05/27/2016,3045.00,06/20/2016,3045.00,06/20/2016,,,
"cove","003-CAPT","Rent","Rent","Rent",3250.00,05/27/2016,3045.00,06/20/2016,3045.00,06/20/2016,,,
"cove","003-SALT","Rent","Rent","Rent",3250.00,05/27/2016,3045.00,06/20/2016,3045.00,06/20/2016,,,
"cove","004-BARB","Rent","Rent","Rent",3250.00,05/27/2016,3045.00,06/20/2016,3045.00,06/20/2016,,,
"cove","004-SALT","Rent","Rent","Rent",3250.00,05/27/2016,3045.00,06/20/2016,3045.00,06/20/2016,,,
"cove","005-BARB","Rent","Rent","Rent",3250.00,05/27/2016,3045.00,06/20/2016,3045.00,06/20/2016,,,
"cove","005-SALT","Rent","Rent","Rent",3250.00,05/27/2016,3045.00,06/20/2016,3045.00,06/20/2016,,,
"cove","007-BARB","Rent","Rent","Rent",3250.00,05/27/2016,3045.00,06/20/2016,3045.00,06/20/2016,,,
"cove","008-BARB","Rent","Rent","Rent",3250.00,05/27/2016,3045.00,06/20/2016,3045.00,06/20/2016,,,
"cove","009-BARB","Rent","Rent","Rent",3250.00,05/27/2016,3045.00,06/20/2016,3045.00,06/20/2016,,,
"cove","010-BARB","Rent","Rent","Rent",3250.00,05/27/2016,3045.00,06/20/2016,3045.00,06/20/2016,,,
"cove","021-SEAD","Rent","Rent","Rent",3250.00,05/27/2016,3045.00,06/20/2016,3045.00,06/20/2016,,,
"cove","022-SEAD","Rent","Rent","Rent",3250.00,05/27/2016,3045.00,06/20/2016,3045.00,06/20/2016,,,
"cove","023-SALT","Rent","Rent","Rent",3250.00,05/27/2016,3045.00,06/20/2016,3045.00,06/20/2016,,,
"cove","023-SEAD","Rent","Rent","Rent",3250.00,05/27/2016,3045.00,06/20/2016,3045.00,06/20/2016,,,
"cove","024-SALT","Rent","Rent","Rent",3250.00,05/27/2016,3045.00,06/20/2016,3045.00,06/20/2016,,,
"cove","024-SEAD","Rent","Rent","Rent",3250.00,05/27/2016,3045.00,06/20/2016,3045.00,06/20/2016,,,
"cove","WAIT1X1B","Rent","Rent","Rent",,,3300.00,05/27/2016,3200.00,06/20/2016,,,
"cove","118-BARB","Rent","Rent","Rent",3300.00,05/27/2016,3200.00,06/20/2016,3200.00,06/20/2016,,,
"cove","119-BARB","Rent","Rent","Rent",3300.00,05/27/2016,3200.00,06/20/2016,3200.00,06/20/2016,,,
"cove","120-BARB","Rent","Rent","Rent",3300.00,05/27/2016,3200.00,06/20/2016,3200.00,06/20/2016,,,
"cove","121-BARB","Rent","Rent","Rent",3300.00,05/27/2016,3200.00,06/20/2016,3200.00,06/20/2016,,,
"cove","122-BARB","Rent","Rent","Rent",3300.00,05/27/2016,3200.00,06/20/2016,3200.00,06/20/2016,,,
"cove","123-BARB","Rent","Rent","Rent",3300.00,05/27/2016,3200.00,06/20/2016,3200.00,06/20/2016,,,
"cove","124-BARB","Rent","Rent","Rent",3300.00,05/27/2016,3200.00,06/20/2016,3200.00,06/20/2016,,,
"cove","125-BARB","Rent","Rent","Rent",3300.00,05/27/2016,3200.00,06/20/2016,3200.00,06/20/2016,,,
"cove","WAIT1X1C","Rent","Rent","Rent",,,3300.00,05/27/2016,3200.00,06/20/2016,,,
"cove","025-SALT","Rent","Rent","Rent",3300.00,05/27/2016,3200.00,06/20/2016,3200.00,06/20/2016,,,
"cove","025-SEAD","Rent","Rent","Rent",3300.00,05/27/2016,3200.00,06/20/2016,3200.00,06/20/2016,,,
"cove","024-GNWD","Rent","Rent","Rent",3300.00,05/27/2016,3200.00,06/20/2016,3200.00,06/20/2016,,,
"cove","023-GNWD","Rent","Rent","Rent",3300.00,05/27/2016,3200.00,06/20/2016,3200.00,06/20/2016,,,
"cove","021-GNWD","Rent","Rent","Rent",3300.00,05/27/2016,3200.00,06/20/2016,3200.00,06/20/2016,,,
"cove","022-GNWD","Rent","Rent","Rent",3300.00,05/27/2016,3200.00,06/20/2016,3200.00,06/20/2016,,,
"cove","022-SALT","Rent","Rent","Rent",3300.00,05/27/2016,3200.00,06/20/2016,3200.00,06/20/2016,,,
"cove","019-GNWD","Rent","Rent","Rent",3300.00,05/27/2016,3200.00,06/20/2016,3200.00,06/20/2016,,,
"cove","020-GNWD","Rent","Rent","Rent",3300.00,05/27/2016,3200.00,06/20/2016,3200.00,06/20/2016,,,
"cove","020-SEAD","Rent","Rent","Rent",3300.00,05/27/2016,3200.00,06/20/2016,3200.00,06/20/2016,,,
"cove","006-SALT","Rent","Rent","Rent",3300.00,05/27/2016,3200.00,06/20/2016,3200.00,06/20/2016,,,
"cove","004-CAPT","Rent","Rent","Rent",3300.00,05/27/2016,3200.00,06/20/2016,3200.00,06/20/2016,,,
"cove","001-CAPT","Rent","Rent","Rent",3300.00,05/27/2016,3200.00,06/20/2016,3200.00,06/20/2016,,,
"cove","001-SALT","Rent","Rent","Rent",3300.00,05/27/2016,3200.00,06/20/2016,3200.00,06/20/2016,,,
"cove","012-BARB","Rent","Rent","Rent",3400.00,05/27/2016,3230.00,06/20/2016,3230.00,06/20/2016,,,
"cove","014-BARB","Rent","Rent","Rent",3400.00,05/27/2016,3230.00,06/20/2016,3230.00,06/20/2016,,,
"cove","015-BARB","Rent","Rent","Rent",3400.00,05/27/2016,3230.00,06/20/2016,3230.00,06/20/2016,,,
"cove","021-BARB","Rent","Rent","Rent",3400.00,05/27/2016,3230.00,06/20/2016,3230.00,06/20/2016,,,
"cove","020-BARB","Rent","Rent","Rent",3400.00,05/27/2016,3230.00,06/20/2016,3230.00,06/20/2016,,,
"cove","019-BARB","Rent","Rent","Rent",3400.00,05/27/2016,3230.00,06/20/2016,3230.00,06/20/2016,,,
"cove","016-BARB","Rent","Rent","Rent",3400.00,05/27/2016,3230.00,06/20/2016,3230.00,06/20/2016,,,
"cove","022-BARB","Rent","Rent","Rent",3400.00,05/27/2016,3230.00,06/20/2016,3230.00,06/20/2016,,,
"cove","027-BARB","Rent","Rent","Rent",3400.00,05/27/2016,3230.00,06/20/2016,3230.00,06/20/2016,,,
"cove","028-BARB","Rent","Rent","Rent",3400.00,05/27/2016,3230.00,06/20/2016,3230.00,06/20/2016,,,
"cove","026-BARB","Rent","Rent","Rent",3400.00,05/27/2016,3230.00,06/20/2016,3230.00,06/20/2016,,,
"cove","025-BARB","Rent","Rent","Rent",3400.00,05/27/2016,3230.00,06/20/2016,3230.00,06/20/2016,,,
"cove","WAIT1X1D","Rent","Rent","Rent",,,3400.00,05/27/2016,3230.00,06/20/2016,,,
"cove","126-BARB","Rent","Rent","Rent",3400.00,05/27/2016,3230.00,06/20/2016,3230.00,06/20/2016,,,
"cove","127-BARB","Rent","Rent","Rent",3400.00,05/27/2016,3230.00,06/20/2016,3230.00,06/20/2016,,,
"cove","001-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","006-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","007-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","008-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","009-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","010-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","018-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","019-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","020-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","021-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","022-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","023-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","030-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","031-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","032-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","033-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","034-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","035-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","039-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","040-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","041-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","046-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","047-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","048-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","049-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","055-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","056-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","057-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","058-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","061-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","062-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","064-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","065-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","066-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","067-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","069-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","070-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","075-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","076-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","077-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","078-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","083-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","084-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","085-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","086-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","092-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","093-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","094-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","095-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","096-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","105-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","106-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","107-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","108-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","115-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","116-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","117-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","127-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","129-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","137-BARB","Vaulted","Vaulted Ceilings","Vaulted Ceilings",75.00,05/27/2016,75.00,05/27/2016,75.00,06/20/2016,,,
"cove","001-BARB","Audubon","Audubon","Audubon",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","006-BARB","Audubon","Audubon","Audubon",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","111-BARB","Audubon","Audubon","Audubon",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","113-BARB","Audubon","Audubon","Audubon",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","118-BARB","Audubon","Audubon","Audubon",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","119-BARB","Audubon","Audubon","Audubon",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","120-BARB","Audubon","Audubon","Audubon",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","121-BARB","Audubon","Audubon","Audubon",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","122-BARB","Audubon","Audubon","Audubon",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","123-BARB","Audubon","Audubon","Audubon",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","124-BARB","Audubon","Audubon","Audubon",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","125-BARB","Audubon","Audubon","Audubon",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","126-BARB","Audubon","Audubon","Audubon",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","127-BARB","Audubon","Audubon","Audubon",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","128-BARB","Audubon","Audubon","Audubon",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","129-BARB","Audubon","Audubon","Audubon",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","130-BARB","Audubon","Audubon","Audubon",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","131-BARB","Audubon","Audubon","Audubon",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","132-BARB","Audubon","Audubon","Audubon",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","133-BARB","Audubon","Audubon","Audubon",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
