ResUnitAmenities
Property_Code,Unit_Code,Amenity_Code,Amenity_Name,Amenity_Description,Prior_Charge,Prior_Charge_Date,Current_Charge,Current_Charge_Date,Proposed_Charge,Proposed_Charge_Date,Notes,Ref_Property_ID,Ref_Unit_Id
"cove","004-CAPT","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","005-CAPT","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","008-CAPT","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","009-CAPT","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","015-CAPT","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","016-CAPT","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","017-CAPT","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","018-CAPT","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","021-CAPT","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","022-CAPT","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","023-CAPT","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","001-CHAN","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","004-CHAN","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","005-CHAN","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","008-CHAN","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","009-CHAN","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","012-CHAN","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","014-CHAN","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","017-CHAN","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","018-CHAN","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","021-CHAN","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","022-CHAN","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","025-CHAN","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","010-GNWD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","014-GNWD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","015-GNWD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","018-GNWD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","019-GNWD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","024-GNWD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","025-GNWD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","030-GNWD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","031-GNWD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","033-GNWD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","034-GNWD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","039-GNWD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","001-SALT","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","006-SALT","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","007-SALT","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","012-SALT","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","014-SALT","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","017-SALT","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","018-SALT","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","021-SALT","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","022-SALT","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","026-SALT","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","029-SALT","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","001-SEAD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","004-SEAD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","005-SEAD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","008-SEAD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","009-SEAD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","015-SEAD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","016-SEAD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","019-SEAD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","020-SEAD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","025-SEAD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","026-SEAD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","031-SEAD","Endunit","End Unit","End Unit",50.00,05/27/2016,50.00,05/27/2016,50.00,06/20/2016,,,
"cove","001-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","002-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","003-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","004-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","005-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","006-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","007-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","008-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","009-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","010-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","011-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","012-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","014-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","015-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","016-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","017-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","018-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","019-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","020-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","021-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","022-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","023-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","024-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","025-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","026-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","027-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","028-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","029-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","030-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","031-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","032-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","033-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","034-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","035-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","037-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","039-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","040-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","041-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","043-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","044-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","046-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","047-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","048-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","049-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","052-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","053-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","054-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","055-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","056-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","057-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","058-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","060-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","061-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","064-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","065-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","066-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","067-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","069-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","070-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","072-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","073-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","075-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","076-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","077-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","078-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","080-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","081-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","083-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","084-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","085-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","086-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","087-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","088-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","089-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","090-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","091-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","092-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","093-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","094-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","095-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","096-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","097-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","098-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","099-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","100-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","101-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","102-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","103-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","104-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","105-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","106-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","107-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","108-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","109-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","110-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","111-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","112-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","113-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","114-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","115-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","116-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","117-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","126-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","127-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","128-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","129-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","130-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","132-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","134-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","136-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","137-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","138-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","139-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","140-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","142-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","145-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","149-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","151-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","152-BARB","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","001-CAPT","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","002-CAPT","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","003-CAPT","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","004-CAPT","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","005-CAPT","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","006-CAPT","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","007-CAPT","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","008-CAPT","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","009-CAPT","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","010-CAPT","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","011-CAPT","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","012-CAPT","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","014-CAPT","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","015-CAPT","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","016-CAPT","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","017-CAPT","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","018-CAPT","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","019-CAPT","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","020-CAPT","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","021-CAPT","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","022-CAPT","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","023-CAPT","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","002-CHAN","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","003-CHAN","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","005-CHAN","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","006-CHAN","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","007-CHAN","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","008-CHAN","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","010-CHAN","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","011-CHAN","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","014-CHAN","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","015-CHAN","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","016-CHAN","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","017-CHAN","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","019-CHAN","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","020-CHAN","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","022-CHAN","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","023-CHAN","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","024-CHAN","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","025-CHAN","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","010-GNWD","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","011-GNWD","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","012-GNWD","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","014-GNWD","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","015-GNWD","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","016-GNWD","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","017-GNWD","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","018-GNWD","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","020-GNWD","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","021-GNWD","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","022-GNWD","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","023-GNWD","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","024-GNWD","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","025-GNWD","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","026-GNWD","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","027-GNWD","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
"cove","028-GNWD","Patio","Patio","Patio",0.00,05/27/2016,0.00,05/27/2016,0.00,06/20/2016,,,
