CommUnits
Property_Code,Bldg_Code,Floor_Code,Unit_Code,Rental_Type,Country,Ext_Ref_Unit_Id,Ref_Property_Id,Ref_Building_Id,Ref_Floor_Id,Available_Date,Date_Ready,Address_1,Address_2,Address_3,Address_4,City,State,Zip_Code,Rent,SQFT,Rent_Ready,Exclude,Unit_Type,Location,BedRooms,Attributes_1,Attributes_2,Attributes_3,Attributes_4,Attributes_5,Attributes_6,Attributes_7,Attributes_8,Attributes_9,Attributes_10,MLA,Lease_Type,Userdefined_1,Userdefined_2,Userdefined_3,Userdefined_4,Userdefined_5,Userdefined_6,Userdefined_7,Userdefined_8,Userdefined_9,Userdefined_10,Notes
"cove",,,"088-BARB","Residential","us",,,,,,11/30/2015,"88 Barbaree Way",,,,"Tiburon","CA","94920",5105.00,1300.000000,1,0,"2x2-e",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"089-BARB","Residential","us",,,,,,11/30/2015,"89 Barbaree Way",,,,"Tiburon","CA","94920",5105.00,1300.000000,1,0,"2x2-e",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"090-BARB","Residential","us",,,,,,11/30/2015,"90 Barbaree Way",,,,"Tiburon","CA","94920",5105.00,1300.000000,1,0,"2x2-e",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"091-BARB","Residential","us",,,,,,11/30/2015,"91 Barbaree Way",,,,"Tiburon","CA","94920",5155.00,1310.000000,1,0,"2x2-f",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"092-BARB","Residential","us",,,,,,11/30/2015,"92 Barbaree Way",,,,"Tiburon","CA","94920",5205.00,1310.000000,1,0,"2x2-f",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"093-BARB","Residential","us",,,,,,11/30/2015,"93 Barbaree Way",,,,"Tiburon","CA","94920",5155.00,1300.000000,1,0,"2x2-e",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"131-BARB","Residential","us",,,,,,02/26/2016,"131 Barbaree Way",,,,"Tiburon","CA","94920",3370.00,700.000000,1,0,"1x1-e",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"132-BARB","Residential","us",,,,,,02/26/2016,"132 Barbaree Way",,,,"Tiburon","CA","94920",4750.00,1020.000000,1,0,"2x2-c",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"133-BARB","Residential","us",,,,,,02/26/2016,"133 Barbaree Way",,,,"Tiburon","CA","94920",4725.00,1020.000000,1,0,"2x2-c",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"134-BARB","Residential","us",,,,,,02/26/2016,"134 Barbaree Way",,,,"Tiburon","CA","94920",4750.00,1020.000000,1,0,"2x2-c",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"135-BARB","Residential","us",,,,,,02/26/2016,"135 Barbaree Way",,,,"Tiburon","CA","94920",4725.00,1020.000000,1,0,"2x2-c",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"136-BARB","Residential","us",,,,,,03/14/2016,"136 Barbaree Way",,,,"Tiburon","CA","94920",3395.00,700.000000,1,0,"1x1-e",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"137-BARB","Residential","us",,,,,,03/14/2016,"137 Barbaree Way",,,,"Tiburon","CA","94920",3445.00,700.000000,1,0,"1x1-e",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"138-BARB","Admin","us",,,,,07/24/2015,07/24/2015,"138 Barbaree Way",,,,"Tiburon","CA","94920",3395.00,700.000000,-1,0,"1x1-e",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"139-BARB","Residential","us",,,,,,03/14/2016,"139 Barbaree Way",,,,"Tiburon","CA","94920",3445.00,700.000000,1,0,"1x1-e",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"140-BARB","Residential","us",,,,,,03/14/2016,"140 Barbaree Way",,,,"Tiburon","CA","94920",4275.00,980.000000,1,0,"2x2-a",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"141-BARB","Residential","us",,,,,,03/14/2016,"141 Barbaree Way",,,,"Tiburon","CA","94920",4250.00,980.000000,1,0,"2x2-a",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"142-BARB","Residential","us",,,,,,03/14/2016,"142 Barbaree Way",,,,"Tiburon","CA","94920",3370.00,700.000000,1,0,"1x1-e",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"143-BARB","Residential","us",,,,,,03/14/2016,"143 Barbaree Way",,,,"Tiburon","CA","94920",3345.00,700.000000,1,0,"1x1-e",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"144-BARB","Residential","us",,,,,,08/04/2016,"144 Barbaree Way",,,,"Tiburon","CA","94920",3345.00,700.000000,-1,0,"1x1-e",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"145-BARB","Residential","us",,,,,,03/14/2016,"145 Barbaree Way",,,,"Tiburon","CA","94920",3420.00,700.000000,-1,0,"1x1-e",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"146-BARB","Admin","us",,,,,09/01/2015,09/01/2015,"146 Barbaree Way",,,,"Tiburon","CA","94920",4700.00,1020.000000,-1,0,"2x2-c",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"147-BARB","Residential","us",,,,,08/22/2016,08/22/2016,"147 Barbaree Way",,,,"Tiburon","CA","94920",4775.00,1020.000000,0,0,"2x2-c",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"148-BARB","Admin","us",,,,,09/18/2015,09/18/2015,"148 Barbaree Way",,,,"Tiburon","CA","94920",3295.00,700.000000,-1,0,"1x1-e",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"149-BARB","Residential","us",,,,,,03/26/2016,"149 Barbaree Way",,,,"Tiburon","CA","94920",3370.00,700.000000,-1,0,"1x1-e",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"150-BARB","Residential","us",,,,,10/05/2016,10/05/2016,"150 Barbaree Way",,,,"Tiburon","CA","94920",3295.00,700.000000,0,0,"1x1-e",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"151-BARB","Residential","us",,,,,,03/26/2016,"151 Barbaree Way",,,,"Tiburon","CA","94920",3370.00,700.000000,-1,0,"1x1-e",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"152-BARB","Residential","us",,,,,,03/26/2016,"152 Barbaree Way",,,,"Tiburon","CA","94920",3370.00,700.000000,1,0,"1x1-e",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"153-BARB","Residential","us",,,,,08/18/2016,08/18/2016,"153 Barbaree Way",,,,"Tiburon","CA","94920",3370.00,700.000000,1,0,"1x1-e",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT1-A","Residential","us",,,,,11/25/2013,11/25/2013,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",1850.00,595.000000,0,-1,"1-a",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT1-B","Residential","us",,,,,11/25/2013,11/25/2013,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",1820.00,635.000000,0,-1,"1-b",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT1-C","Residential","us",,,,,11/25/2013,11/25/2013,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",1830.00,640.000000,0,-1,"1-c",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT1-D","Residential","us",,,,,11/25/2013,11/25/2013,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",1910.00,660.000000,0,-1,"1-d",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT1-E","Residential","us",,,,,11/25/2013,11/25/2013,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",1821.00,700.000000,0,-1,"1-e",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT1D-A","Residential","us",,,,,11/25/2013,11/25/2013,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",4340.00,980.000000,0,-1,"1d-a",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT1D-C","Residential","us",,,,,11/25/2013,11/25/2013,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",2345.00,1020.000000,0,-1,"1d-c",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT1D-D","Residential","us",,,,,11/25/2013,11/25/2013,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",3560.00,1140.000000,0,-1,"1d-d",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT2-A","Residential","us",,,,,11/25/2013,11/25/2013,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",2320.00,1020.000000,0,-1,"2-a",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT2-B","Residential","us",,,,,11/25/2013,11/25/2013,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",2521.00,1080.000000,0,-1,"2-b",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT2-D","Residential","us",,,,,11/25/2013,11/25/2013,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",3260.00,1300.000000,0,-1,"2-d",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT2-E","Residential","us",,,,,11/25/2013,11/25/2013,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",3055.00,1310.000000,0,-1,"2-e",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT2D-A","Residential","us",,,,,11/25/2013,11/25/2013,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",3250.00,1375.000000,0,-1,"2d-a",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT2D-B","Residential","us",,,,,11/25/2013,11/25/2013,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",3250.00,1375.000000,0,-1,"2d-b",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT2THA","Residential","us",,,,,11/25/2013,11/25/2013,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",2411.00,1075.000000,0,-1,"2th-a",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT2THC","Residential","us",,,,,11/25/2013,11/25/2013,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",2646.00,1275.000000,0,-1,"2th-c",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT2THD","Residential","us",,,,,11/25/2013,11/25/2013,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",3450.00,1335.000000,0,-1,"2th-d",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT3B","Residential","us",,,,,11/25/2013,11/25/2013,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",4450.00,1500.000000,0,-1,"3-b",,3,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT3-C","Residential","us",,,,,11/25/2013,11/25/2013,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",4450.00,1500.000000,0,-1,"3-c",,3,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT3THA","Residential","us",,,,,11/25/2013,11/25/2013,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",3450.00,1335.000000,0,-1,"3th-a",,3,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"NON-RES","Residential","us",,,,,03/23/2015,06/26/2015,"The Cove","Boat Slip Rental",,,"Tiburon","CA","94920",0.00,0.000000,0,-1,"misc",,0,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"002-SEAD","Residential","us",,,,,,10/29/2015,"2 Seadrift Landing",,,,"Tiburon","CA","94920",4725.00,1020.000000,1,0,"2x2-c",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"003-BARB","Residential","us",,,,,,10/21/2015,"3 Barbaree Way",,,,"Tiburon","CA","94920",3095.00,595.000000,1,0,"1x1-a",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"003-CAPT","Residential","us",,,,,,11/13/2015,"3 Captains Landing",,,,"Tiburon","CA","94920",3195.00,595.000000,1,0,"1x1-a",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"003-CHAN","Residential","us",,,,,,08/28/2015,"3 Channel Landing",,,,"Tiburon","CA","94920",4900.00,1080.000000,1,0,"2x2-d",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"003-SALT","Residential","us",,,,,,10/23/2014,"3 Salt Landing",,,,"Tiburon","CA","94920",2970.00,595.000000,1,0,"1x1-a",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"003-SEAD","Residential","us",,,,,,03/19/2015,"3 Seadrift Landing",,,,"Tiburon","CA","94920",4725.00,1020.000000,1,0,"2x2-c",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"004-BARB","Residential","us",,,,,,04/25/2015,"4 Barbaree Way",,,,"Tiburon","CA","94920",3095.00,595.000000,1,0,"1x1-a",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"004-CAPT","Residential","us",,,,,,12/04/2015,"4 Captains Landing",,,,"Tiburon","CA","94920",3400.00,640.000000,1,0,"1x1-c",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"004-CHAN","Residential","us",,,,,,02/08/2016,"4 Channel Landing",,,,"Tiburon","CA","94920",6095.00,1375.000000,1,0,"3x3-b",,3,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"004-SALT","Residential","us",,,,,,10/23/2014,"4 Salt Landing",,,,"Tiburon","CA","94920",3220.00,595.000000,1,0,"1x1-a",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"004-SEAD","Residential","us",,,,,,03/19/2015,"4 Seadrift Landing",,,,"Tiburon","CA","94920",4795.00,1020.000000,1,0,"2x2-b",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"005-BARB","Residential","us",,,,,,09/02/2014,"5 Barbaree Way",,,,"Tiburon","CA","94920",3220.00,595.000000,1,0,"1x1-a",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"005-CAPT","Residential","us",,,,,,05/27/2016,"5 Captains Landing",,,,"Tiburon","CA","94920",4430.00,1275.000000,1,0,"2x2.5th",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"005-CHAN","Residential","us",,,,,09/01/2016,09/01/2016,"5 Channel Landing",,,,"Tiburon","CA","94920",6200.00,1375.000000,1,0,"3x3-a",,3,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"005-SALT","Residential","us",,,,,,01/06/2016,"5 Salt Landing",,,,"Tiburon","CA","94920",3220.00,595.000000,1,0,"1x1-a",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"005-SEAD","Residential","us",,,,,,07/10/2015,"5 Seadrift Landing",,,,"Tiburon","CA","94920",4720.00,1020.000000,1,0,"2x2-b",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"006-BARB","Residential","us",,,,,,07/01/2014,"6 Barbaree Way",,,,"Tiburon","CA","94920",5920.00,1335.000000,1,0,"2x2.5ath",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"006-CAPT","Residential","us",,,,,,12/05/2014,"6 Captains Landing",,,,"Tiburon","CA","94920",4305.00,1275.000000,1,0,"2x2.5th",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"006-CHAN","Residential","us",,,,,,07/19/2016,"6 Channel Landing",,,,"Tiburon","CA","94920",4950.00,1080.000000,1,0,"2x2-d",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"006-SALT","Residential","us",,,,,,04/29/2014,"6 Salt Landing",,,,"Tiburon","CA","94920",3425.00,640.000000,1,0,"1x1-c",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"006-SEAD","Residential","us",,,,,,11/10/2015,"6 Seadrift Landing",,,,"Tiburon","CA","94920",4775.00,1020.000000,1,0,"2x2-c",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"007-BARB","Residential","us",,,,,09/18/2016,09/18/2016,"7 Barbaree Way",,,,"Tiburon","CA","94920",3145.00,595.000000,0,0,"1x1-a",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"007-CAPT","Residential","us",,,,,,12/04/2014,"7 Captains Landing",,,,"Tiburon","CA","94920",4430.00,1275.000000,1,0,"2x2.5th",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"007-CHAN","Residential","us",,,,,,08/28/2015,"7 Channel Landing",,,,"Tiburon","CA","94920",4950.00,1080.000000,1,0,"2x2-d",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"007-SALT","Residential","us",,,,,,12/05/2014,"7 Salt Landing",,,,"Tiburon","CA","94920",4330.00,1275.000000,1,0,"2x2.5th",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"007-SEAD","Residential","us",,,,,,04/04/2016,"7 Seadrift Landing",,,,"Tiburon","CA","94920",4900.00,1020.000000,1,0,"2x2-c",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"008-BARB","Residential","us",,,,,,04/12/2016,"8 Barbaree Way",,,,"Tiburon","CA","94920",3145.00,595.000000,1,0,"1x1-a",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"008-CAPT","Residential","us",,,,,,12/05/2014,"8 Captains Landing",,,,"Tiburon","CA","94920",4480.00,1275.000000,1,0,"2x2.5th",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"008-CHAN","Residential","us",,,,,,02/19/2016,"8 Channel Landing",,,,"Tiburon","CA","94920",6095.00,1375.000000,1,0,"3x3-b",,3,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"008-SALT","Residential","us",,,,,,12/05/2014,"8 Salt Landing",,,,"Tiburon","CA","94920",4280.00,1275.000000,1,0,"2x2.5th",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"008-SEAD","Residential","us",,,,,,05/07/2016,"8 Seadrift Landing",,,,"Tiburon","CA","94920",4845.00,1020.000000,1,0,"2x2-b",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"009-BARB","Residential","us",,,,,,11/03/2014,"9 Barbaree Way",,,,"Tiburon","CA","94920",3270.00,595.000000,1,0,"1x1-a",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"009-CAPT","Residential","us",,,,,,07/12/2014,"9 Captains Landing",,,,"Tiburon","CA","94920",6045.00,1375.000000,1,0,"3x3-b",,3,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"009-CHAN","Residential","us",,,,,,05/02/2016,"9 Channel Landing",,,,"Tiburon","CA","94920",4845.00,1020.000000,1,0,"2x2-b",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"009-SALT","Residential","us",,,,,,05/22/2016,"9 Salt Landing",,,,"Tiburon","CA","94920",4280.00,1275.000000,-1,0,"2x2.5th",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"009-SEAD","Residential","us",,,,,,05/07/2016,"9 Seadfrift Landing",,,,"Tiburon","CA","94920",4820.00,1020.000000,1,0,"2x2-b",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"010-BARB","Residential","us",,,,,,04/14/2015,"10 Barbaree Way",,,,"Tiburon","CA","94920",3270.00,595.000000,1,0,"1x1-a",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"017-BARB","Residential","us",,,,,,04/25/2015,"17 Barbaree Way",,,,"Tiburon","CA","94920",3545.00,700.000000,1,0,"1x1-e",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"017-CAPT","Residential","us",,,,,,01/15/2016,"17 Captains Landing",,,,"Tiburon","CA","94920",6045.00,1375.000000,1,0,"3x3-b",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"017-CHAN","Residential","us",,,,,,06/10/2016,"17 Channel Landing",,,,"Tiburon","CA","94920",4845.00,1020.000000,1,0,"2x2-b",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"017-GNWD","Residential","us",,,,,,10/14/2014,"17 Greenwood Cove Drive",,,,"Tiburon","CA","94920",4825.00,1080.000000,1,0,"2x2-d",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"017-SALT","Residential","us",,,,,,08/08/2016,"17 Salt Landing",,,,"Tiburon","CA","94920",6200.00,1375.000000,1,0,"3x3-a",,3,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"017-SEAD","Residential","us",,,,,,01/16/2016,"17 Seadrift Landing",,,,"Tiburon","CA","94920",4900.00,1020.000000,1,0,"2x2-c",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"018-BARB","Residential","us",,,,,,05/31/2016,"18 Barbaree Way",,,,"Tiburon","CA","94920",3620.00,700.000000,1,0,"1x1-e",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"018-CAPT","Residential","us",,,,,,11/27/2015,"18 Captains Landing",,,,"Tiburon","CA","94920",6045.00,1375.000000,1,0,"3x3-b",,3,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"018-CHAN","Residential","us",,,,,,09/28/2015,"18 Channel Landing",,,,"Tiburon","CA","94920",6195.00,1375.000000,1,0,"3x3-b",,3,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"018-GNWD","Residential","us",,,,,,04/01/2015,"18 Greenwood Cove Drive",,,,"Tiburon","CA","94920",4750.00,1080.000000,1,0,"2x2-d",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"018-SALT","Residential","us",,,,,,01/15/2016,"18 Salt Landing",,,,"Tiburon","CA","94920",6145.00,1375.000000,1,0,"3x3-b",,3,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"018-SEAD","Residential","us",,,,,,03/13/2015,"18 Seadrift Landing",,,,"Tiburon","CA","94920",4900.00,1020.000000,1,0,"2x2-c",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"019-BARB","Residential","us",,,,,,11/11/2014,"19 Barbaree Way",,,,"Tiburon","CA","94920",3455.00,660.000000,1,0,"1x1-d",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"019-CAPT","Residential","us",,,,,06/02/2016,06/02/2016,"19 Captains Landing",,,,"Tiburon","CA","94920",6300.00,1335.000000,1,0,"3x2.5th",,3,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"019-CHAN","Residential","us",,,,,09/12/2016,09/12/2016,"19 Channel Landing",,,,"Tiburon","CA","94920",5000.00,1080.000000,0,0,"2x2-d",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"019-GNWD","Residential","us",,,,,,04/14/2014,"19 Greenwood Cove Drive",,,,"Tiburon","CA","94920",3300.00,640.000000,1,0,"1x1-c",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"019-SALT","Residential","us",,,,,,12/04/2014,"19 Salt Landing",,,,"Tiburon","CA","94920",5175.00,1080.000000,1,0,"2x2-d",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"019-SEAD","Residential","us",,,,,,08/24/2016,"19 Seadrift Landing",,,,"Tiburon","CA","94920",4845.00,1020.000000,0,0,"2x2-b",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"020-BARB","Residential","us",,,,,,04/07/2016,"20 Barbaree Way",,,,"Tiburon","CA","94920",3455.00,660.000000,1,0,"1x1-d",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"020-CAPT","Residential","us",,,,,,08/17/2015,"20 Captains Landing",,,,"Tiburon","CA","94920",6275.00,1335.000000,1,0,"3x2.5th",,3,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"020-CHAN","Residential","us",,,,,,09/28/2015,"20 Channel Landing",,,,"Tiburon","CA","94920",5000.00,1080.000000,-1,0,"2x2-d",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"020-GNWD","Residential","us",,,,,07/31/2016,07/31/2016,"20 Greenwood Cove Drive",,,,"Tiburon","CA","94920",3200.00,640.000000,0,0,"1x1-c",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"020-SALT","Residential","us",,,,,,12/05/2014,"20 Salt Landing",,,,"Tiburon","CA","94920",5175.00,1080.000000,1,0,"2x2-d",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"020-SEAD","Residential","us",,,,,,05/08/2016,"20 Seadrift Landing",,,,"Tiburon","CA","94920",3425.00,640.000000,1,0,"1x1-c",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"021-BARB","Residential","us",,,,,,04/17/2015,"21 Barbaree Way",,,,"Tiburon","CA","94920",3455.00,660.000000,1,0,"1x1-d",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"021-CAPT","Residential","us",,,,,,04/08/2016,"21 Captains Landing",,,,"Tiburon","CA","94920",6000.00,1375.000000,1,0,"3x3-a",,3,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"021-CHAN","Residential","us",,,,,,09/28/2015,"21 Channel Landing",,,,"Tiburon","CA","94920",6300.00,1375.000000,1,0,"3x3-a",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"021-GNWD","Residential","us",,,,,,03/06/2014,"21 Greenwood Cove Drive",,,,"Tiburon","CA","94920",3200.00,640.000000,1,0,"1x1-c",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,"Brandie reporeted moisure and Pedro measured and got a high moisture reading.  Digging deeper into this today Fred"
"cove",,,"021-GNWD","Residential","us",,,,,,03/06/2014,"21 Greenwood Cove Drive",,,,"Tiburon","CA","94920",3200.00,640.000000,1,0,"1x1-c",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"021-SALT","Residential","us",,,,,,11/10/2014,"21 Salt Landing",,,,"Tiburon","CA","94920",6145.00,1375.000000,1,0,"3x3-b",,3,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"021-SEAD","Residential","us",,,,,,08/31/2015,"21 Seadrift Landing",,,,"Tiburon","CA","94920",3095.00,595.000000,1,0,"1x1-a",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"022-BARB","Residential","us",,,,,,11/30/2014,"22 Barbaree Way",,,,"Tiburon","CA","94920",3455.00,660.000000,1,0,"1x1-d",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"022-CAPT","Residential","us",,,,,,06/13/2016,"22 Captains Landing",,,,"Tiburon","CA","94920",6020.00,1375.000000,1,0,"3x3-b",,3,,,"Yes",,,,,,,,,,,,,,,,,,,,
