CommUnits
Property_Code,Bldg_Code,Floor_Code,Unit_Code,Rental_Type,Country,Ext_Ref_Unit_Id,Ref_Property_Id,Ref_Building_Id,Ref_Floor_Id,Available_Date,Date_Ready,Address_1,Address_2,Address_3,Address_4,City,State,Zip_Code,Rent,SQFT,Rent_Ready,Exclude,Unit_Type,Location,BedRooms,Attributes_1,Attributes_2,Attributes_3,Attributes_4,Attributes_5,Attributes_6,Attributes_7,Attributes_8,Attributes_9,Attributes_10,MLA,Lease_Type,Userdefined_1,Userdefined_2,Userdefined_3,Userdefined_4,Userdefined_5,Userdefined_6,Userdefined_7,Userdefined_8,Userdefined_9,Userdefined_10,Notes
"cove",,,"022-CHAN","Residential","us",,,,,,03/03/2016,"22 Channel Landing",,,,"Tiburon","CA","94920",6195.00,1375.000000,1,0,"3x3-b",,3,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"022-GNWD","Residential","us",,,,,,11/13/2015,"22 Greenwood Cove Drive",,,,"Tiburon","CA","94920",3200.00,640.000000,1,0,"1x1-c",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"022-SALT","Residential","us",,,,,,06/03/2014,"22 Salt Landing",,,,"Tiburon","CA","94920",3400.00,640.000000,1,0,"1x1-c",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"022-SEAD","Residential","us",,,,,,03/28/2016,"22 Seadrift Landing",,,,"Tiburon","CA","94920",3095.00,595.000000,1,0,"1x1-a",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"030-SEAD","Residential","us",,,,,,11/03/2015,"30 Seadrift Landing",,,,"Tiburon","CA","94920",4230.00,1140.000000,1,0,"1x1.5lof",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"031-BARB","Residential","us",,,,,,05/15/2015,"31 Barbaree Way",,,,"Tiburon","CA","94920",3455.00,660.000000,1,0,"1x1-d",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"031-GNWD","Residential","us",,,,,,12/19/2014,"31 Greenwood Cove Drive",,,,"Tiburon","CA","94920",4825.00,1080.000000,1,0,"2x2-d",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"031-SEAD","Residential","us",,,,,,01/02/2016,"31 Seadrift Landing",,,,"Tiburon","CA","94920",4280.00,1140.000000,1,0,"1x1.5lof",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"032-BARB","Residential","us",,,,,,05/15/2015,"32 Barbaree Way",,,,"Tiburon","CA","94920",3455.00,660.000000,1,0,"1x1-d",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"032-GNWD","Residential","us",,,,,,07/31/2016,"32 Greenwood Cove Drive",,,,"Tiburon","CA","94920",4775.00,1080.000000,1,0,"2x2-d",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"033-BARB","Residential","us",,,,,,08/03/2016,"33 Barbaree Way",,,,"Tiburon","CA","94920",3455.00,660.000000,1,0,"1x1-d",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"033-GNWD","Residential","us",,,,,,03/11/2015,"33 Greenwood Cove Drive",,,,"Tiburon","CA","94920",4825.00,1080.000000,1,0,"2x2-d",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"034-BARB","Residential","us",,,,,,12/01/2014,"34 Barbaree Way",,,,"Tiburon","CA","94920",3455.00,660.000000,1,0,"1x1-d",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"034-GNWD","Residential","us",,,,,,04/22/2014,"34 Greenwood Cove Drive",,,,"Tiburon","CA","94920",4275.00,1075.000000,1,0,"2x1.5th",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"035-BARB","Residential","us",,,,,,05/24/2016,"35 Barbaree Way",,,,"Tiburon","CA","94920",3595.00,700.000000,1,0,"1x1-e",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"035-GNWD","Residential","us",,,,,,02/29/2016,"35 Greenwood Cove Drive",,,,"Tiburon","CA","94920",4350.00,1075.000000,1,0,"2x1.5th",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"036-BARB","Residential","us",,,,,,07/22/2016,"36 Barbaree Way",,,,"Tiburon","CA","94920",5000.00,1080.000000,1,0,"2x2-d",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"036-GNWD","Residential","us",,,,,,01/11/2016,"36 Greenwood Cove Drive",,,,"Tiburon","CA","94920",4350.00,1075.000000,1,0,"2x1.5th",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"037-BARB","Residential","us",,,,,,05/27/2015,"37 Barbaree Way",,,,"Tiburon","CA","94920",4900.00,1080.000000,1,0,"2x2-d",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"037-GNWD","Residential","us",,,,,,01/04/2016,"37 Greenwood Cove Drive",,,,"Tiburon","CA","94920",4350.00,1075.000000,1,0,"2x1.5th",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"038-BARB","Residential","us",,,,,08/31/2016,08/31/2016,"38 Barbaree Way",,,,"Tiburon","CA","94920",5000.00,1080.000000,0,0,"2x2-d",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"038-GNWD","Residential","us",,,,,02/29/2016,02/29/2016,"38 Greenwood Cove Drive",,,,"Tiburon","CA","94920",4350.00,1075.000000,1,0,"2x1.5th",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"039-BARB","Residential","us",,,,,,05/27/2015,"39 Barbaree Way",,,,"Tiburon","CA","94920",5000.00,1080.000000,1,0,"2x2-d",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"039-GNWD","Residential","us",,,,,,12/22/2015,"39 Greenwood Cove Drive",,,,"Tiburon","CA","94920",4400.00,1075.000000,1,0,"2x1.5th",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"040-BARB","Residential","us",,,,,,08/05/2016,"40 Barbaree Way",,,,"Tiburon","CA","94920",4950.00,1080.000000,-1,0,"2x2-d",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"041-BARB","Residential","us",,,,,,08/09/2016,"41 Barbaree Way",,,,"Tiburon","CA","94920",5000.00,1080.000000,0,0,"2x2-d",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"042-BARB","Residential","us",,,,,,06/20/2016,"42 Barbaree Way",,,,"Tiburon","CA","94920",4845.00,1020.000000,1,0,"2x2-b",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"043-BARB","Residential","us",,,,,,09/30/2015,"43 Barbaree Way",,,,"Tiburon","CA","94920",4900.00,1020.000000,1,0,"2x2-c",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"044-BARB","Residential","us",,,,,,07/02/2015,"44 Barbaree Way",,,,"Tiburon","CA","94920",4900.00,1020.000000,1,0,"2x2-c",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"045-BARB","Residential","us",,,,,08/11/2016,08/11/2016,"45 Barbaree Way",,,,"Tiburon","CA","94920",4845.00,1020.000000,0,0,"2x2-b",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"046-BARB","Residential","us",,,,,,07/02/2015,"46 Barbaree Way",,,,"Tiburon","CA","94920",4845.00,1020.000000,-1,0,"2x2-b",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"047-BARB","Residential","us",,,,,09/20/2016,09/20/2016,"47 Barbaree Way",,,,"Tiburon","CA","94920",4950.00,1020.000000,0,0,"2x2-c",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"048-BARB","Residential","us",,,,,,10/31/2014,"48 Barbaree Way",,,,"Tiburon","CA","94920",4950.00,1020.000000,1,0,"2x2-c",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"049-BARB","Residential","us",,,,,,09/22/2016,"49 Barbaree Way",,,,"Tiburon","CA","94920",4845.00,1020.000000,0,0,"2x2-b",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"051-BARB","Residential","us",,,,,,07/22/2015,"51 Barbaree Way",,,,"Tiburon","CA","94920",4845.00,1020.000000,1,0,"2x2-b",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"052-BARB","Residential","us",,,,,,07/22/2015,"52 Barbaree Way",,,,"Tiburon","CA","94920",4900.00,1020.000000,1,0,"2x2-c",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"053-BARB","Residential","us",,,,,,02/18/2015,"53 Barbaree Way",,,,"Tiburon","CA","94920",4900.00,1020.000000,-1,0,"2x2-c",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"054-BARB","Residential","us",,,,,,03/31/2016,"54 Barbaree Way",,,,"Tiburon","CA","94920",4845.00,1020.000000,1,0,"2x2-b",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"055-BARB","Residential","us",,,,,,07/22/2015,"55 Barbaree Way",,,,"Tiburon","CA","94920",4845.00,1020.000000,1,0,"2x2-b",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"056-BARB","Residential","us",,,,,,07/22/2015,"56 Barbaree Way",,,,"Tiburon","CA","94920",4900.00,1020.000000,1,0,"2x2-c",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"057-BARB","Residential","us",,,,,,07/22/2015,"57 Barbaree Way",,,,"Tiburon","CA","94920",4900.00,1020.000000,1,0,"2x2-c",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"094-BARB","Residential","us",,,,,,11/30/2015,"94 Barbaree Way",,,,"Tiburon","CA","94920",5155.00,1300.000000,1,0,"2x2-e",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"095-BARB","Residential","us",,,,,,11/30/2015,"95 Barbaree Way",,,,"Tiburon","CA","94920",5155.00,1300.000000,1,0,"2x2-e",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"096-BARB","Residential","us",,,,,,11/30/2015,"96 Barbaree Way",,,,"Tiburon","CA","94920",5205.00,1310.000000,1,0,"2x2-f",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"097-BARB","Admin","us",,,,,12/22/2013,12/22/2013,"97 Barbaree Way",,,,"Tiburon","CA","94920",7390.00,1500.000000,1,0,"3x3-c",,3,,,"No",,,,,,,,,,,,,,,,,,,,
"cove",,,"098-BARB","Admin","us",,,,,08/10/2015,08/10/2015,"98 Barbaree Way",,,,"Tiburon","CA","94920",5405.00,1310.000000,0,0,"2x2-f",,2,,,"No",,,,,,,,,,,,,,,,,,,,
"cove",,,"099-BARB","Down","us",,,,,06/30/2015,06/30/2015,"99 Barbaree Way",,,,"Tiburon","CA","94920",5405.00,1300.000000,0,0,"2x2-e",,2,,,"No",,,,,,,,,,,,,,,,,,,,
"cove",,,"100-BARB","Down","us",,,,,03/31/2015,03/31/2015,"100 Barbaree Way",,,,"Tiburon","CA","94920",7090.00,1500.000000,0,0,"3x3-c",,3,,,"No",,,,,,,,,,,,,,,,,,,,
"cove",,,"101-BARB","Down","us",,,,,05/31/2015,05/31/2015,"101 Barbaree Way",,,,"Tiburon","CA","94920",7365.00,1500.000000,0,0,"3x3-c",,3,,,"No",,,,,,,,,,,,,,,,,,,,
"cove",,,"102-BARB","Down","us",,,,,08/03/2015,08/03/2015,"102 Barbaree Way",,,,"Tiburon","CA","94920",5380.00,1310.000000,0,0,"2x2-f",,2,,,"No",,,,,,,,,,,,,,,,,,,,
"cove",,,"103-BARB","Down","us",,,,,07/31/2015,07/31/2015,"103 Barbaree Way",,,,"Tiburon","CA","94920",5380.00,1300.000000,0,0,"2x2-e",,2,,,"No",,,,,,,,,,,,,,,,,,,,
"cove",,,"104-BARB","Down","us",,,,,03/07/2015,03/07/2015,"104 Barbaree Way",,,,"Tiburon","CA","94920",7065.00,1500.000000,0,0,"3x3-c",,3,,,"No",,,,,,,,,,,,,,,,,,,,
"cove",,,"105-BARB","Down","us",,,,,01/20/2015,01/20/2015,"105 Barbaree Way",,,,"Tiburon","CA","94920",7440.00,1500.000000,1,0,"3x3-c",,3,,,"No",,,,,,,,,,,,,,,,,,,,
"cove",,,"106-BARB","Down","us",,,,,07/27/2015,07/27/2015,"106 Barbaree Way",,,,"Tiburon","CA","94920",5455.00,1310.000000,0,0,"2x2-f",,2,,,"No",,,,,,,,,,,,,,,,,,,,
"cove",,,"107-BARB","Down","us",,,,,02/04/2015,02/04/2015,"107 Barbaree Way",,,,"Tiburon","CA","94920",5455.00,1300.000000,0,0,"2x2-e",,2,,,"No",,,,,,,,,,,,,,,,,,,,
"cove",,,"108-BARB","Down","us",,,,,07/10/2015,07/10/2015,"108 Barbaree Way",,,,"Tiburon","CA","94920",7140.00,1500.000000,0,0,"3x3-c",,3,,,"No",,,,,,,,,,,,,,,,,,,,
"cove",,,"109-BARB","Residential","us",,,,,,02/17/2016,"109 Barbaree Way",,,,"Tiburon","CA","94920",7115.00,1500.000000,1,0,"3x3-d",,3,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"110-BARB","Admin","us",,,,,08/01/2014,08/01/2014,"110 Barbaree Way",,,,"Tiburon","CA","94920",7040.00,1500.000000,-1,0,"3x3-c",,3,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"111-BARB","Residential","us",,,,,,02/17/2016,"111 Barbaree Way",,,,"Tiburon","CA","94920",5155.00,1300.000000,1,0,"2x2-e",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"112-BARB","Residential","us",,,,,,06/02/2016,"112 Barbaree Way",,,,"Tiburon","CA","94920",7065.00,1500.000000,1,0,"3x3-d",,3,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"113-BARB","Residential","us",,,,,,02/17/2016,"113 Barbaree Way",,,,"Tiburon","CA","94920",6990.00,1500.000000,1,0,"3x3-c",,3,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"114-BARB","Admin","us",,,,,07/11/2015,07/11/2015,"114 Barbaree Way",,,,"Tiburon","CA","94920",5130.00,1300.000000,-1,0,"2x2-e",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"115-BARB","Residential","us",,,,,,05/28/2016,"115 Barbaree Way",,,,"Tiburon","CA","94920",7140.00,1500.000000,1,0,"3x3-d",,3,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"116-BARB","Residential","us",,,,,,02/16/2016,"116 Barbaree Way",,,,"Tiburon","CA","94920",7090.00,1500.000000,1,0,"3x3-c",,3,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"117-BARB","Residential","us",,,,,,02/17/2016,"117 Barbaree Way",,,,"Tiburon","CA","94920",5205.00,1300.000000,1,0,"2x2-e",,2,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"118-BARB","Residential","us",,,,,,08/18/2015,"118 Barbaree Way",,,,"Tiburon","CA","94920",3275.00,635.000000,1,0,"1x1-b",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"119-BARB","Residential","us",,,,,,02/18/2016,"119 Barbaree Way",,,,"Tiburon","CA","94920",3275.00,635.000000,1,0,"1x1-b",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"120-BARB","Residential","us",,,,,,01/31/2016,"120 Barbaree Way",,,,"Tiburon","CA","94920",3250.00,635.000000,1,0,"1x1-b",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"121-BARB","Residential","us",,,,,,01/23/2016,"121 Barbaree Way",,,,"Tiburon","CA","94920",3250.00,635.000000,1,0,"1x1-b",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"122-BARB","Residential","us",,,,,,02/17/2016,"122 Barbaree Way",,,,"Tiburon","CA","94920",3275.00,635.000000,1,0,"1x1-b",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"123-BARB","Residential","us",,,,,,02/17/2016,"123 Barbaree Way",,,,"Tiburon","CA","94920",3275.00,635.000000,1,0,"1x1-b",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"124-BARB","Residential","us",,,,,,02/17/2016,"124 Barbaree Way",,,,"Tiburon","CA","94920",3250.00,635.000000,1,0,"1x1-b",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"125-BARB","Residential","us",,,,,,02/17/2016,"125 Barbaree Way",,,,"Tiburon","CA","94920",3250.00,635.000000,1,0,"1x1-b",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"126-BARB","Residential","us",,,,,,02/26/2016,"126 Barbaree Way",,,,"Tiburon","CA","94920",3305.00,660.000000,1,0,"1x1-d",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"127-BARB","Residential","us",,,,,,02/26/2016,"127 Barbaree Way",,,,"Tiburon","CA","94920",3355.00,660.000000,1,0,"1x1-d",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"128-BARB","Residential","us",,,,,,02/26/2016,"128 Barbaree Way",,,,"Tiburon","CA","94920",3255.00,660.000000,1,0,"1x1-d",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"129-BARB","Residential","us",,,,,,02/26/2016,"129 Barbaree Way",,,,"Tiburon","CA","94920",3395.00,700.000000,1,0,"1x1-e",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"130-BARB","Residential","us",,,,,,02/26/2016,"130 Barbaree Way",,,,"Tiburon","CA","94920",3395.00,700.000000,1,0,"1x1-e",,1,,,"Yes",,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT1X1A","Residential","us",,,,,05/10/2016,05/10/2016,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",3252.00,595.000000,0,-1,"1x1-a",,1,"1","1",,,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT1X1B","Residential","us",,,,,05/10/2016,05/10/2016,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",2800.00,635.000000,0,-1,"1x1-b",,1,"1","1",,,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT1X1C","Residential","us",,,,,05/10/2016,05/10/2016,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",3000.00,640.000000,0,-1,"1x1-c",,1,"1","1",,,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT1X1D","Residential","us",,,,,05/10/2016,05/10/2016,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",3450.00,660.000000,0,-1,"1x1-d",,1,"1","1",,,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT1X1E","Residential","us",,,,,05/10/2016,05/10/2016,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",3400.00,700.000000,0,-1,"1x1-e",,1,"1","1",,,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT1X15","Residential","us",,,,,05/10/2016,05/10/2016,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",4100.00,1140.000000,0,-1,"1x1.5lof",,1,"1","1.5",,,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT2X15","Residential","us",,,,,05/10/2016,05/10/2016,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",4400.00,1075.000000,0,-1,"2x1.5th",,2,"2","1.5",,,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT2X2A","Residential","us",,,,,05/10/2016,05/10/2016,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",4300.00,980.000000,0,-1,"2x2-a",,2,"2","2",,,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT2X2B","Residential","us",,,,,05/10/2016,05/10/2016,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",4400.00,1020.000000,0,-1,"2x2-b",,2,"2","2",,,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT2X2C","Residential","us",,,,,05/10/2016,05/10/2016,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",4400.00,1020.000000,0,-1,"2x2-c",,2,"2","2",,,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT2X2D","Residential","us",,,,,05/10/2016,05/10/2016,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",4600.00,1080.000000,0,-1,"2x2-d",,2,"2","2",,,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT2X2E","Residential","us",,,,,05/10/2016,05/10/2016,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",4700.00,1300.000000,0,-1,"2x2-e",,2,"2","2",,,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT2X2F","Residential","us",,,,,05/10/2016,05/10/2016,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",4700.00,1310.000000,0,-1,"2x2-f",,2,"2","2",,,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT225A","Residential","us",,,,,05/10/2016,05/10/2016,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",5000.00,1335.000000,0,-1,"2x2.5ath",,2,"2","2.5",,,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT225T","Residential","us",,,,,05/10/2016,05/10/2016,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",4800.00,1275.000000,0,-1,"2x2.5th",,2,"2","2.5",,,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT3X25","Residential","us",,,,,05/10/2016,05/10/2016,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",6300.00,1335.000000,0,-1,"3x2.5th",,3,"3","2.5",,,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT3X3A","Residential","us",,,,,05/10/2016,05/10/2016,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",6350.00,1375.000000,0,-1,"3x3-a",,3,"3","3",,,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT3X3B","Residential","us",,,,,05/10/2016,05/10/2016,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",5350.00,1375.000000,0,-1,"3x3-b",,3,"3","3",,,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT3X3C","Residential","us",,,,,05/10/2016,05/10/2016,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",6300.00,1500.000000,0,-1,"3x3-c",,3,"3","3",,,,,,,,,,,,,,,,,,,,,
"cove",,,"WAIT3X3D","Residential","us",,,,,05/10/2016,05/10/2016,"The Cove","50 Barbaree Way",,,"Tiburon","CA","94920",6300.00,1500.000000,0,-1,"3x3-d",,3,"3","3",,,,,,,,,,,,,,,,,,,,,
"lark",,,"100-0101","Residential","us",,,,,,11/09/2014,"100 Lincoln Village Circle","Apt. 101",,,"Larkspur","CA","94939",2785.00,708.000000,1,0,"lark_lsa",,1,"1","1","No",,,,,"0100",,,,,,,,,,,,,,,"Called: Tenant will only be able to bring proof of renters insurance on the weekend of 8/12-8/14."
"lark",,,"100-0101","Residential","us",,,,,,11/09/2014,"100 Lincoln Village Circle","Apt. 101",,,"Larkspur","CA","94939",2785.00,708.000000,1,0,"lark_lsa",,1,"1","1","No",,,,,"0100",,,,,,,,,,,,,,,"Unrenovated"
"lark",,,"100-0102","Residential","us",,,,,,02/18/2016,"100 Lincoln Village Circle","Apt. 102",,,"Larkspur","CA","94939",2760.00,708.000000,1,0,"lark_lsa",,1,"1","1","No",,,,,"0100",,,,,,,,,,,,,,,"Unrenovated"
"lark",,,"100-0103","Residential","us",,,,,,04/09/2016,"100 Lincoln Village Circle","Apt. 103",,,"Larkspur","CA","94939",3985.00,946.000000,1,0,"l-lsb1",,2,"2","2","Yes",,,,,"0100",,,,,,,,,,,,,,,"Renovated"
"lark",,,"100-0104","Residential","us",,,,,,09/29/2013,"100 Lincoln Village Circle","Apt. 104",,,"Larkspur","CA","94939",3160.00,896.000000,1,0,"lark_lsb",,2,"2","1","No",,,,,"0100",,,,,,,,,,,,,,,"Unrenovated"
"lark",,,"100-0105","Residential","us",,,,,,,"100 Lincoln Village Circle","Apt. 105",,,"Larkspur","CA","94939",2660.00,708.000000,0,0,"lark_lsa",,1,"1","1","No",,,,,"0100",,,,,,,,,,,,,,,"Unrenovated"
"lark",,,"100-0106","Residential","us",,,,,,11/17/2015,"100 Lincoln Village Circle","Apt. 106",,,"Larkspur","CA","94939",3410.00,708.000000,1,0,"lark_lsa",,1,"1","1","Yes",,,,,"0100",,,,,,,,,,,,,,,"In Renovation"
"lark",,,"100-0107","Residential","us",,,,,,,"100 Lincoln Village Circle","Apt. 107",,,"Larkspur","CA","94939",2660.00,708.000000,0,0,"lark_lsa",,1,"1","1","No",,,,,"0100",,,,,,,,,,,,,,,"Unrenovated"
"lark",,,"100-0108","Residential","us",,,,,,12/12/2014,"100 Lincoln Village Circle","Apt. 108",,,"Larkspur","CA","94939",2660.00,708.000000,1,0,"lark_lsa",,1,"1","1","No",,,,,"0100",,,,,,,,,,,,,,,"Unrenovated"
"lark",,,"100-0109","Residential","us",,,,,,10/08/2015,"100 Lincoln Village Circle","Apt. 109",,,"Larkspur","CA","94939",2710.00,708.000000,1,0,"lark_lsa",,1,"1","1","No",,,,,"0100",,,,,,,,,,,,,,,"Unrenovated"
"lark",,,"100-0110","Residential","us",,,,,,01/22/2016,"100 Lincoln Village Circle","Apt. 110",,,"Larkspur","CA","94939",2710.00,708.000000,1,0,"lark_lsa",,1,"1","1","No",,,,,"0100",,,,,,,,,,,,,,,"Unrenovated"
"lark",,,"100-0111","Residential","us",,,,,,06/30/2015,"100 Lincoln Village Circle","Apt. 111",,,"Larkspur","CA","94939",3985.00,946.000000,1,0,"l-lsb1",,2,"2","2","Yes",,,,,"0100",,,,,,,,,,,,,,,"In Renovation"
"lark",,,"100-0112","Residential","us",,,,,,06/06/2016,"100 Lincoln Village Circle","Apt. 112",,,"Larkspur","CA","94939",3210.00,896.000000,1,0,"lark_lsb",,2,"2","1","Yes",,,,,"0100",,,,,,,,,,,,,,,"Renovated"
"lark",,,"100-0113","Residential","us",,,,,,11/30/2015,"100 Lincoln Village Circle,","Apt. 113",,,"Larkspur","CA","94939",2760.00,708.000000,1,0,"lark_lsa",,1,"1","1","No",,,,,"0100",,,,,,,,,,,,,,,"Unrenovated"
"lark",,,"100-0114","Residential","us",,,,,,05/31/2016,"100 Lincoln Village Circle","Apt. 114",,,"Larkspur","CA","94939",3485.00,708.000000,1,0,"lark_lsa",,1,"1","1","Yes",,,,,"0100",,,,,,,,,,,,,,,"Unrenovated"
"lark",,,"100-0201","Residential","us",,,,,08/11/2016,08/11/2016,"100 Lincoln Village Circle","Apt. 201",,,"Larkspur","CA","94939",4025.00,946.000000,1,0,"l-lsb1",,2,"2","2","Yes",,,,,"0100",,,,,,,,,,,,,,,"Unrenovated"
"lark",,,"100-0202","Residential","us",,,,,,,"100 Lincoln Village Circle","Apt. 202",,,"Larkspur","CA","94939",3225.00,896.000000,0,0,"lark_lsb",,2,"2","1","No",,,,,"0100",,,,,,,,,,,,,,,"Unrenovated"
"lark",,,"100-0203","Residential","us",,,,,,02/13/2016,"100 Lincoln Village Circle","Apt. 203",,,"Larkspur","CA","94939",2675.00,708.000000,1,0,"lark_lsa",,1,"1","1","No",,,,,"0100",,,,,,,,,,,,,,,"Unrenovated"
"lark",,,"100-0204","Residential","us",,,,,,05/19/2015,"100 Lincoln Village Circle","Apt. 204",,,"Larkspur","CA","94939",2675.00,708.000000,1,0,"lark_lsa",,1,"1","1","No",,,,,"0100",,,,,,,,,,,,,,,"Unrenovated"
